,Unnamed: 0,tweet,sentiment,lang,tweet_without_stopwords
20,539508,i d like to congratulate my opponent for being the first person in history to lose the popular vote twice winning presidentelect biden americaortrump lincolnproject trumpmeltdown,1,en,"['like', 'congratulate', 'opponent', 'first', 'person', 'history', 'lose', 'popular', 'vote', 'twice', 'winning', 'presidentelect', 'biden', 'americaortrump', 'lincolnproject', 'trumpmeltdown']"
21,319548,joebiden fails to mention the serious threat to our american democracy as trump s actions evolved from nationalism to a fascist movement before our eyes w accomplices all the way williambarr rudygiuliani michaelcohen mitchmcconnell lindseygraham votehimout,-1,en,"['joebiden', 'fails', 'mention', 'serious', 'threat', 'american', 'democracy', 'trump', 'actions', 'evolved', 'nationalism', 'fascist', 'movement', 'eyes', 'w', 'accomplices', 'way', 'williambarr', 'rudygiuliani', 'michaelcohen', 'mitchmcconnell', 'lindseygraham', 'votehimout']"
23,412214,i m a customer for 6years a frauder invaded my account via my mobile banking app and withdrew 13k that s all i have help me retrieve it election2020 uselection americadecides biden wednesdaymotivation ubacares cbn guessthejudge endswat,0,en,"['customer', '6years', 'frauder', 'invaded', 'account', 'via', 'mobile', 'banking', 'app', 'withdrew', '13k', 'help', 'retrieve', 'election2020', 'uselection', 'americadecides', 'biden', 'wednesdaymotivation', 'ubacares', 'cbn', 'guessthejudge', 'endswat']"
24,13676,top republicans call to punish social media sites for limiting reach of dubious biden expos,1,en,"['top', 'republicans', 'call', 'punish', 'social', 'media', 'sites', 'limiting', 'reach', 'dubious', 'biden', 'expos']"
25,139981,literally lying joe biden looked at his watch after the moderator said we are almost out of time not bc he was ready to get out of there they will spread misinformation at every turn joebiden debates2020,1,en,"['literally', 'lying', 'joe', 'biden', 'looked', 'watch', 'moderator', 'said', 'almost', 'time', 'bc', 'ready', 'get', 'spread', 'misinformation', 'every', 'turn', 'joebiden', 'debates2020']"
26,364041,support me please it is important who won the election but i also need to gain subscribers and likes please do not forget to watch the video until the end elections2020 ivoted biden trump,1,en,"['support', 'please', 'important', 'election', 'also', 'need', 'gain', 'subscribers', 'likes', 'please', 'forget', 'watch', 'video', 'end', 'elections2020', 'ivoted', 'biden', 'trump']"
29,159415,chick joebiden has no answers or plans it was news 2 me he is going 2 have bidencare so he even thinks obamacare stinks amp he acknowledges his crime bill was a mistake amp his son hunter has a problem with addiction but didn t do anything in 8 years 2 help americans w addiction,-1,en,"['chick', 'joebiden', 'answers', 'plans', 'news', '2', 'going', '2', 'bidencare', 'even', 'thinks', 'obamacare', 'stinks', 'amp', 'acknowledges', 'crime', 'bill', 'mistake', 'amp', 'son', 'hunter', 'problem', 'addiction', 'anything', '8', 'years', '2', 'help', 'americans', 'w', 'addiction']"
30,463103,look what biden said in a podcast its absolutely amazing everyone needs to see this the blue wave is coming and its going to he strong and honest joe biden trumpsucks trump2020 postelection america democrats,1,en,"['look', 'biden', 'said', 'podcast', 'absolutely', 'amazing', 'everyone', 'needs', 'see', 'blue', 'wave', 'coming', 'going', 'strong', 'honest', 'joe', 'biden', 'trumpsucks', 'trump2020', 'postelection', 'america', 'democrats']"
34,340882,msnbc2020 this is why you should vote biden,0,en,"['msnbc2020', 'vote', 'biden']"
35,244798,webb and biden radicaldemocrats promise a darkwinter va05,0,en,"['webb', 'biden', 'radicaldemocrats', 'promise', 'darkwinter', 'va05']"
37,515282,joebiden is now ahead in georgia no democrat has won ga in a presidential race since 1992 election2020,0,en,"['joebiden', 'ahead', 'georgia', 'democrat', 'ga', 'presidential', 'race', 'since', '1992', 'election2020']"
39,286461,biden turn the lights back on vote biden trump s turned out the lights in our nation we re no longer the shining beacon on the hill to the world we re no longer the image of democracy we re no longer a nation based on the rule of law reps extinguished our future w barrett,0,en,"['biden', 'turn', 'lights', 'back', 'vote', 'biden', 'trump', 'turned', 'lights', 'nation', 'longer', 'shining', 'beacon', 'hill', 'world', 'longer', 'image', 'democracy', 'longer', 'nation', 'based', 'rule', 'law', 'reps', 'extinguished', 'future', 'w', 'barrett']"
40,143670,trump american only has 2 words for ya suck it trump votehimout2020 americaortrump biden,0,en,"['trump', 'american', '2', 'words', 'ya', 'suck', 'trump', 'votehimout2020', 'americaortrump', 'biden']"
41,606641,so humbling message so soothing congratulations america and americans joebiden kamalaharrisvp,0,en,"['humbling', 'message', 'soothing', 'congratulations', 'america', 'americans', 'joebiden', 'kamalaharrisvp']"
43,231075,joebiden cares about the children who had been separated from their families votebidenharristosaveamerica,0,en,"['joebiden', 'cares', 'children', 'separated', 'families', 'votebidenharristosaveamerica']"
44,217508,this is every twitter employee that censors tweets censored covid19 trump biden,0,en,"['every', 'twitter', 'employee', 'censors', 'tweets', 'censored', 'covid19', 'trump', 'biden']"
46,759901,paris agreement israel iran china amp turkey unfortunately for both global stability and security at least for those dependent on the us these foreign policy positions are rarely codified amp so can amp do change from one presidential administration to the next biden,-1,en,"['paris', 'agreement', 'israel', 'iran', 'china', 'amp', 'turkey', 'unfortunately', 'global', 'stability', 'security', 'least', 'dependent', 'us', 'foreign', 'policy', 'positions', 'rarely', 'codified', 'amp', 'amp', 'change', 'one', 'presidential', 'administration', 'next', 'biden']"
47,432765,biden leads trump panics about poles my latest on youtube biden dumptrump video link,1,en,"['biden', 'leads', 'trump', 'panics', 'poles', 'latest', 'youtube', 'biden', 'dumptrump', 'video', 'link']"
48,746327,lebron james reacts to presidential race being called for biden by trolling trump on twitter voters georgia clip biden pennsylvania yahoosportslebronjames,0,en,"['lebron', 'james', 'reacts', 'presidential', 'race', 'called', 'biden', 'trolling', 'trump', 'twitter', 'voters', 'georgia', 'clip', 'biden', 'pennsylvania', 'yahoosportslebronjames']"
49,471138,in three cities trump sues laying the ground for contesting election results trumpsues uselection2020 todaynews newsworld latestnews usa joebiden aroundusinfo pennsylvania michigan georgia lawsuits electoralcollege donaldtrump,0,en,"['three', 'cities', 'trump', 'sues', 'laying', 'ground', 'contesting', 'election', 'results', 'trumpsues', 'uselection2020', 'todaynews', 'newsworld', 'latestnews', 'usa', 'joebiden', 'aroundusinfo', 'pennsylvania', 'michigan', 'georgia', 'lawsuits', 'electoralcollege', 'donaldtrump']"
51,559458,obama the fraud in 2008 s secretary of state said she would attack iran if she were president there s not much difference between hillary obama joebiden and,-1,en,"['obama', 'fraud', '2008', 'secretary', 'state', 'said', 'would', 'attack', 'iran', 'president', 'much', 'difference', 'hillary', 'obama', 'joebiden']"
52,615059,time to put hate behind us yes please uselectionresults2020 biden,-1,en,"['time', 'put', 'hate', 'behind', 'us', 'yes', 'please', 'uselectionresults2020', 'biden']"
53,646415,crying liberal tears of joy byedon maga bidenharris2020 biden harris trump2020,1,en,"['crying', 'liberal', 'tears', 'joy', 'byedon', 'maga', 'bidenharris2020', 'biden', 'harris', 'trump2020']"
55,400888,good morning i hope biden wins the election,1,en,"['good', 'morning', 'hope', 'biden', 'wins', 'election']"
56,338078,democrats vs republicans trump2020 uselection2020 biden,0,en,"['democrats', 'vs', 'republicans', 'trump2020', 'uselection2020', 'biden']"
57,702556,cardib did that shit the interview between cardi b amp joe biden changed it all for most undecided or uninterested in politics 18 24 year old when most artists were scared to get close to politics to grant such interview cardi b was the brave one joebiden usaelection2020,1,en,"['cardib', 'shit', 'interview', 'cardi', 'b', 'amp', 'joe', 'biden', 'changed', 'undecided', 'uninterested', 'politics', '18', '24', 'year', 'old', 'artists', 'scared', 'get', 'close', 'politics', 'grant', 'interview', 'cardi', 'b', 'brave', 'one', 'joebiden', 'usaelection2020']"
58,167079,voting third party after your abuser tells you not to changes the voters relationship with the abuser that is the fundamental change that is coming november 3rd or in 2024 with the peoplesparty biden kamala democrats neoliberal fascist pelosi schumer obama,0,en,"['voting', 'third', 'party', 'abuser', 'tells', 'changes', 'voters', 'relationship', 'abuser', 'fundamental', 'change', 'coming', 'november', '3rd', '2024', 'peoplesparty', 'biden', 'kamala', 'democrats', 'neoliberal', 'fascist', 'pelosi', 'schumer', 'obama']"
59,503025,it s all just hot air he can t stop the vote he doesn t understand what s going on his mental incapacity and instability is now on display for all to see trump trumpmeltdown trumpisalaughingstock trumpisanationaldisgrace joebiden americadecides americavotes2020 usa,1,en,"['hot', 'air', 'stop', 'vote', 'understand', 'going', 'mental', 'incapacity', 'instability', 'display', 'see', 'trump', 'trumpmeltdown', 'trumpisalaughingstock', 'trumpisanationaldisgrace', 'joebiden', 'americadecides', 'americavotes2020', 'usa']"
61,319907,which one of them will be the president of america uselection2020 trump biden,0,en,"['one', 'president', 'america', 'uselection2020', 'trump', 'biden']"
63,155711,following this week s debate i think the race is closer than polls say i think trump will win florida on the back of aspirational latino and black voters biden blew texas on oil i have him on 272 trumppence2020 bidenharris2020 trumpbidendebate debate2020,1,en,"['following', 'week', 'debate', 'think', 'race', 'closer', 'polls', 'say', 'think', 'trump', 'win', 'florida', 'back', 'aspirational', 'latino', 'black', 'voters', 'biden', 'blew', 'texas', 'oil', '272', 'trumppence2020', 'bidenharris2020', 'trumpbidendebate', 'debate2020']"
65,163161,biden called all blacks predators did you know that i suggest you research this you vote for and not just vote blindly this country and you are more important to me then a 47 year politican failure who gets rich off of your suffering and poverty,1,en,"['biden', 'called', 'blacks', 'predators', 'know', 'suggest', 'research', 'vote', 'vote', 'blindly', 'country', 'important', '47', 'year', 'politican', 'failure', 'gets', 'rich', 'suffering', 'poverty']"
68,63079,blink 3 times if your being held against your will otherwise look up stockholm syndrome vote joebiden biden2020 votebluetoendthisnightmare bidenharris2020landslide votehimout bluehour bluewave2020 ridinwithbiden voteforjoe bidenharris2020,0,en,"['blink', '3', 'times', 'held', 'otherwise', 'look', 'stockholm', 'syndrome', 'vote', 'joebiden', 'biden2020', 'votebluetoendthisnightmare', 'bidenharris2020landslide', 'votehimout', 'bluehour', 'bluewave2020', 'ridinwithbiden', 'voteforjoe', 'bidenharris2020']"
69,82142,did y all know that trump cut individual taxes across income brackets amp doubled the federal tax exemption amp child tax credit while biden will raise taxes on anyone making below 400k yr trump taxes has helped while biden will devastate the middle class to low income families,0,en,"['know', 'trump', 'cut', 'individual', 'taxes', 'across', 'income', 'brackets', 'amp', 'doubled', 'federal', 'tax', 'exemption', 'amp', 'child', 'tax', 'credit', 'biden', 'raise', 'taxes', 'anyone', 'making', '400k', 'yr', 'trump', 'taxes', 'helped', 'biden', 'devastate', 'middle', 'class', 'low', 'income', 'families']"
71,15834,stevescully interned with joebiden and learned how to lie just not as well as senilejoe,0,en,"['stevescully', 'interned', 'joebiden', 'learned', 'lie', 'well', 'senilejoe']"
72,177750,biden is taking another day off eight days before the election2020 comeonman,0,en,"['biden', 'taking', 'another', 'day', 'eight', 'days', 'election2020', 'comeonman']"
73,643124,o p h i e p muslims in my country since news biden winning,1,en,"['p', 'h', 'e', 'p', 'muslims', 'country', 'since', 'news', 'biden', 'winning']"
75,27590,could you tell biden lgbtq have rights,0,en,"['could', 'tell', 'biden', 'lgbtq', 'rights']"
76,201408,votethemout vote voteblue votethemallout biden bidenharris2020 bidenharristosaveamerica trumpiscompromised judgeamyconeybarrett amyconeybarrett,0,en,"['votethemout', 'vote', 'voteblue', 'votethemallout', 'biden', 'bidenharris2020', 'bidenharristosaveamerica', 'trumpiscompromised', 'judgeamyconeybarrett', 'amyconeybarrett']"
77,672977,biden warcrimes,0,en,"['biden', 'warcrimes']"
78,3640,hunterbiden biden tucker carlson takes on big tech censorship and outlines explosive joe hunter biden story,0,en,"['hunterbiden', 'biden', 'tucker', 'carlson', 'takes', 'big', 'tech', 'censorship', 'outlines', 'explosive', 'joe', 'hunter', 'biden', 'story']"
79,69842,so the debatecommission wants to discuss race over foreign policy do they know joebiden is a known racist do they know antifa who joe gets money from are spewing racist hate the democats are not the brightest are they will beat him at every turn,-1,en,"['debatecommission', 'wants', 'discuss', 'race', 'foreign', 'policy', 'know', 'joebiden', 'known', 'racist', 'know', 'antifa', 'joe', 'gets', 'money', 'spewing', 'racist', 'hate', 'democats', 'brightest', 'beat', 'every', 'turn']"
80,244061,biden may be ahead in the polls but the accusations he has faced over his conduct around women have the potential to derail his shot at becoming president according to reports,1,en,"['biden', 'may', 'ahead', 'polls', 'accusations', 'faced', 'conduct', 'around', 'women', 'potential', 'derail', 'shot', 'becoming', 'president', 'according', 'reports']"
81,378181,sense of landslide victory joebiden election2020 usaelections2020,0,en,"['sense', 'landslide', 'victory', 'joebiden', 'election2020', 'usaelections2020']"
82,157669,biden found rump s plan for covid19 this votejoe vankapro,0,en,"['biden', 'found', 'rump', 'plan', 'covid19', 'votejoe', 'vankapro']"
84,476653,if this is really true i m wondering if they re able to conceal this elections usaelections2020 usa trumpvsbiden trump biden,1,en,"['really', 'true', 'wondering', 'able', 'conceal', 'elections', 'usaelections2020', 'usa', 'trumpvsbiden', 'trump', 'biden']"
85,306086,vote biden haris i voted blue up and down the ticket,-1,en,"['vote', 'biden', 'haris', 'voted', 'blue', 'ticket']"
88,474689,only a sensible right thinking human being can make such statement get your winning and get inside wh to rebuild america and the world joebiden,1,en,"['sensible', 'right', 'thinking', 'human', 'make', 'statement', 'get', 'winning', 'get', 'inside', 'wh', 'rebuild', 'america', 'world', 'joebiden']"
89,9670,joe biden has more lids than tupperware pretty funny good one joebiden joebiden2020 bidencrimefamily,1,en,"['joe', 'biden', 'lids', 'tupperware', 'pretty', 'funny', 'good', 'one', 'joebiden', 'joebiden2020', 'bidencrimefamily']"
91,107871,first test for biden say the name tonybobulinski correctly debates2020,1,en,"['first', 'test', 'biden', 'say', 'name', 'tonybobulinski', 'correctly', 'debates2020']"
92,267312,of the sun not sure what to say i am a republican and i think 4 years of a centre person like biden will give the gop time a recalibrate themselves and get back to reagan s and bush s view of the usa,-1,en,"['sun', 'sure', 'say', 'republican', 'think', '4', 'years', 'centre', 'person', 'like', 'biden', 'give', 'gop', 'time', 'recalibrate', 'get', 'back', 'reagan', 'bush', 'view', 'usa']"
93,199641,8 g mass direct action might be the only way to stop trump from stealing the election by g lakey trump biden idn,1,en,"['8', 'g', 'mass', 'direct', 'action', 'might', 'way', 'stop', 'trump', 'stealing', 'election', 'g', 'lakey', 'trump', 'biden', 'idn']"
94,768906,biden represents everything going wrong with the us that statement might be mocked coming from a nobody on a now censored twitter but the man in this video is one of a better breed and it must be sad to see his nation devolve usaelections2020 ccp,-1,en,"['biden', 'represents', 'everything', 'going', 'wrong', 'us', 'statement', 'might', 'mocked', 'coming', 'nobody', 'censored', 'twitter', 'man', 'video', 'one', 'better', 'breed', 'must', 'sad', 'see', 'nation', 'devolve', 'usaelections2020', 'ccp']"
96,542976,election2020 joebiden stood on the cusp of the presidency friday seizing a lead over donaldtrump in both pennsylvania and georgia and building on his lead in nevada as he drew ever closer to laying claim to the white house via,0,en,"['election2020', 'joebiden', 'stood', 'cusp', 'presidency', 'friday', 'seizing', 'lead', 'donaldtrump', 'pennsylvania', 'georgia', 'building', 'lead', 'nevada', 'drew', 'ever', 'closer', 'laying', 'claim', 'white', 'house', 'via']"
99,743978,that tom petty song was a troll wasn t it biden,0,en,"['tom', 'petty', 'song', 'troll', 'biden']"
100,80481,donald is doing nothing right now to help americans or the struggling economy pathetic donald only cares about not going to prison think about that stimulusdeal trumprecession vote biden read,-1,en,"['donald', 'nothing', 'right', 'help', 'americans', 'struggling', 'economy', 'pathetic', 'donald', 'cares', 'going', 'prison', 'think', 'stimulusdeal', 'trumprecession', 'vote', 'biden', 'read']"
101,223760,pandemic yes virus no advanced treatments available knowledge now and vaccine coming cdc and trump 60 day plan then masks and 6 feet and washing has slowed it to not a pandemic but a disease that is getting under control realdonaldtrump covid19 biden plan copycat,1,en,"['pandemic', 'yes', 'virus', 'advanced', 'treatments', 'available', 'knowledge', 'vaccine', 'coming', 'cdc', 'trump', '60', 'day', 'plan', 'masks', '6', 'feet', 'washing', 'slowed', 'pandemic', 'disease', 'getting', 'control', 'realdonaldtrump', 'covid19', 'biden', 'plan', 'copycat']"
103,482476,fox showed up for a biden rally and was amazed by the fact that no one showed up they are supposed to know the facts no one wants biden they can t figure it out get this a major news organization cannot figure out everyone hates biden and the polls are completely fake,-1,en,"['fox', 'showed', 'biden', 'rally', 'amazed', 'fact', 'one', 'showed', 'supposed', 'know', 'facts', 'one', 'wants', 'biden', 'figure', 'get', 'major', 'news', 'organization', 'figure', 'everyone', 'hates', 'biden', 'polls', 'completely', 'fake']"
104,441261,this is biden s lincoln esque effort but i agree with you in the opinion of many gen william tecumseh sherman didn t go far enough he said that every few generations we d have to come back and whip them again kenburns thecivilwar pbs,1,en,"['biden', 'lincoln', 'esque', 'effort', 'agree', 'opinion', 'many', 'gen', 'william', 'tecumseh', 'sherman', 'go', 'far', 'enough', 'said', 'every', 'generations', 'come', 'back', 'whip', 'kenburns', 'thecivilwar', 'pbs']"
105,771974,most progs did not think biden would be the nom or run the general well you both disproved it after berns won nv hrc s knew they had to pick 1 candidate to knock him out sc primary showed the way and joe went wire to wire behind a massive change coalition election2020,1,en,"['progs', 'think', 'biden', 'would', 'nom', 'run', 'general', 'well', 'disproved', 'berns', 'nv', 'hrc', 'knew', 'pick', '1', 'candidate', 'knock', 'sc', 'primary', 'showed', 'way', 'joe', 'went', 'wire', 'wire', 'behind', 'massive', 'change', 'coalition', 'election2020']"
108,403619,trump you americans biden are weird usaelections2020,-1,en,"['trump', 'americans', 'biden', 'weird', 'usaelections2020']"
109,536663,trump biden of all the stupid things this is the worst the supreme court said penn could receive absentee ballots for 3days after the election trumps says it will induce violence in the streets einstein there is no fraud all votes are counted can t you see shortly,-1,en,"['trump', 'biden', 'stupid', 'things', 'worst', 'supreme', 'court', 'said', 'penn', 'could', 'receive', 'absentee', 'ballots', '3days', 'election', 'trumps', 'says', 'induce', 'violence', 'streets', 'einstein', 'fraud', 'votes', 'counted', 'see', 'shortly']"
111,576832,i love you pennslyvania election2020 countthevotes biden,1,en,"['love', 'pennslyvania', 'election2020', 'countthevotes', 'biden']"
112,252927,go to joe biden s timeline almost all of the comments are mocking or deriding him the polls are wrong either accidentally or on purpose,-1,en,"['go', 'joe', 'biden', 'timeline', 'almost', 'comments', 'mocking', 'deriding', 'polls', 'wrong', 'either', 'accidentally', 'purpose']"
116,560896,i look forward to a big cup of joebiden in the white house every morning for the next 4 years election2020results,0,en,"['look', 'forward', 'big', 'cup', 'joebiden', 'white', 'house', 'every', 'morning', 'next', '4', 'years', 'election2020results']"
117,245255,possibly and will have to step in until biden is sworn in there must be a plan america is being made to feel we have no power if trump begins to encourage civil war than it s time to take him down period trump is not above the rule of law,-1,en,"['possibly', 'step', 'biden', 'sworn', 'must', 'plan', 'america', 'made', 'feel', 'power', 'trump', 'begins', 'encourage', 'civil', 'war', 'time', 'take', 'period', 'trump', 'rule', 'law']"
119,249093,california gov gruesome newsom s thanksgiving rules explained as severe restrictions put in place gt biden,-1,en,"['california', 'gov', 'gruesome', 'newsom', 'thanksgiving', 'rules', 'explained', 'severe', 'restrictions', 'put', 'place', 'gt', 'biden']"
120,397421,elections2020 usaelections2020 trump biden,0,en,"['elections2020', 'usaelections2020', 'trump', 'biden']"
122,34805,owner of computer repairshop that found hunterbiden laptop fears assassination suggests fbi coverup we d rather not wait 4 death isaac 2 learn the rest of the sordid details on hunter amp joebiden actually we d ask to keep u safe,1,en,"['owner', 'computer', 'repairshop', 'found', 'hunterbiden', 'laptop', 'fears', 'assassination', 'suggests', 'fbi', 'coverup', 'rather', 'wait', '4', 'death', 'isaac', '2', 'learn', 'rest', 'sordid', 'details', 'hunter', 'amp', 'joebiden', 'actually', 'ask', 'keep', 'u', 'safe']"
124,706381,for american educators this is a great day for y all you re going to have one of your own in the white house joebiden love,1,en,"['american', 'educators', 'great', 'day', 'going', 'one', 'white', 'house', 'joebiden', 'love']"
125,482356,so why are the woke morons protesting for they re daddy joebiden is winning is this not what the woke and oppressed wanted why the anger,-1,en,"['woke', 'morons', 'protesting', 'daddy', 'joebiden', 'winning', 'woke', 'oppressed', 'wanted', 'anger']"
126,116036,presidentialdebate2020 nailed biden on the typical politician diversion tactic,-1,en,"['presidentialdebate2020', 'nailed', 'biden', 'typical', 'politician', 'diversion', 'tactic']"
128,660788,trump s concession speech bidenharis2020 biden trumptantrum,0,en,"['trump', 'concession', 'speech', 'bidenharis2020', 'biden', 'trumptantrum']"
129,140843,financial times uk r2p financialtimes uk europe ue usa macron biden trump queen uk ftse ftse100 london princewilliam coronavirus covid princeharry pm borisjohnson meghan epstein maxwell sunak beirut xijinping jacobblake china,0,en,"['financial', 'times', 'uk', 'r2p', 'financialtimes', 'uk', 'europe', 'ue', 'usa', 'macron', 'biden', 'trump', 'queen', 'uk', 'ftse', 'ftse100', 'london', 'princewilliam', 'coronavirus', 'covid', 'princeharry', 'pm', 'borisjohnson', 'meghan', 'epstein', 'maxwell', 'sunak', 'beirut', 'xijinping', 'jacobblake', 'china']"
130,556874,make politics boring again biden americadecides2020 election2020results,-1,en,"['make', 'politics', 'boring', 'biden', 'americadecides2020', 'election2020results']"
131,15111,did biden just say that there isn t a distribution plan for the covid19 vaccine when they start becoming available as far as i know there is a plan to get the vaccine to states and states turned in their preliminary plans to the feds this week biden covid19 vaccine,1,en,"['biden', 'say', 'distribution', 'plan', 'covid19', 'vaccine', 'start', 'becoming', 'available', 'far', 'know', 'plan', 'get', 'vaccine', 'states', 'states', 'turned', 'preliminary', 'plans', 'feds', 'week', 'biden', 'covid19', 'vaccine']"
132,758281,must see memes for monday mega meme madness from mohaki1 monster collection via election2020 election2020results funny memes lol trump2020 biden,1,en,"['must', 'see', 'memes', 'monday', 'mega', 'meme', 'madness', 'mohaki1', 'monster', 'collection', 'via', 'election2020', 'election2020results', 'funny', 'memes', 'lol', 'trump2020', 'biden']"
133,296109,votebluetoendthenightmare this week donald trump will become the one thing he is most afraid of and never wants to be a very big loser by a landslide bidenharrislandslide2020 bidenharrislandslide2020 biden votebiden,-1,en,"['votebluetoendthenightmare', 'week', 'donald', 'trump', 'become', 'one', 'thing', 'afraid', 'never', 'wants', 'big', 'loser', 'landslide', 'bidenharrislandslide2020', 'bidenharrislandslide2020', 'biden', 'votebiden']"
134,530394,it s over biden is the president elect,1,en,"['biden', 'president', 'elect']"
136,49011,wakeuppeople hey joebiden do you still think antifa is just an idea a bunch of white masked thugs assaulting and calling the black organizer of a freespeech rally the n word this is biden s allies he still has not denounced them,-1,en,"['wakeuppeople', 'hey', 'joebiden', 'still', 'think', 'antifa', 'idea', 'bunch', 'white', 'masked', 'thugs', 'assaulting', 'calling', 'black', 'organizer', 'freespeech', 'rally', 'n', 'word', 'biden', 'allies', 'still', 'denounced']"
137,175195,later than usual but still joey the lid laptopfromhell biden trump,-1,en,"['later', 'usual', 'still', 'joey', 'lid', 'laptopfromhell', 'biden', 'trump']"
138,767805,the coronavirus is a biological weapon an artificial virus created in the wuhan china virology institute a bat virus does not spread so quickly coronavirus covid pandemic biden bidenharris2020,-1,en,"['coronavirus', 'biological', 'weapon', 'artificial', 'virus', 'created', 'wuhan', 'china', 'virology', 'institute', 'bat', 'virus', 'spread', 'quickly', 'coronavirus', 'covid', 'pandemic', 'biden', 'bidenharris2020']"
140,539101,this is a democracy but what you cannot dismiss as highly irregular is that states the president was winning election night stopped counting and it now appears biden is winning any candidate has the right to a recount so far it has not been transparent 2020elections,1,en,"['democracy', 'dismiss', 'highly', 'irregular', 'states', 'president', 'winning', 'election', 'night', 'stopped', 'counting', 'appears', 'biden', 'winning', 'candidate', 'right', 'recount', 'far', 'transparent', '2020elections']"
